image,width,height,egg_id,x,y,confidence
Box2_Cou_Mich_A2,3072,2048,1,1141,1612,1.0
Box2_Cou_Mich_A2,3072,2048,2,1105,1455,1.0
Box2_Cou_Mich_A2,3072,2048,3,1107,1385,1.0
Box2_Cou_Mich_A2,3072,2048,4,1131,1258,1.0
Box2_Cou_Mich_A2,3072,2048,5,1172,1393,1.0
Box2_Cou_Mich_A2,3072,2048,6,1195,1487,1.0
Box2_Cou_Mich_A2,3072,2048,7,1217,1561,1.0
Box2_Cou_Mich_A2,3072,2048,8,1272,1643,1.0
Box2_Cou_Mich_A2,3072,2048,9,1319,1594,1.0
Box2_Cou_Mich_A2,3072,2048,10,1274,1491,1.0
Box2_Cou_Mich_A2,3072,2048,11,1266,1422,1.0
Box2_Cou_Mich_A2,3072,2048,12,1240,1340,1.0
Box2_Cou_Mich_A2,3072,2048,13,1231,1201,1.0
Box2_Cou_Mich_A2,3072,2048,14,1246,1125,1.0
Box2_Cou_Mich_A2,3072,2048,15,1418,1598,1.0
Box2_Cou_Mich_A2,3072,2048,16,1391,1512,1.0
Box2_Cou_Mich_A2,3072,2048,17,1504,1528,1.0
Box2_Cou_Mich_A2,3072,2048,18,1424,1430,1.0
Box2_Cou_Mich_A2,3072,2048,19,1541,1420,1.0
Box2_Cou_Mich_A2,3072,2048,20,1635,1471,1.0
Box2_Cou_Mich_A2,3072,2048,21,1352,1430,1.0
Box2_Cou_Mich_A2,3072,2048,22,1340,1301,1.0
Box2_Cou_Mich_A2,3072,2048,23,1437,1355,1.0
Box2_Cou_Mich_A2,3072,2048,24,1527,1327,1.0
Box2_Cou_Mich_A2,3072,2048,25,1613,1386,1.0
Box2_Cou_Mich_A2,3072,2048,26,1686,1400,1.0
Box2_Cou_Mich_A2,3072,2048,27,1669,1330,1.0
Box2_Cou_Mich_A2,3072,2048,28,1799,1340,1.0
Box2_Cou_Mich_A2,3072,2048,29,1593,1301,1.0
Box2_Cou_Mich_A2,3072,2048,30,1326,1247,1.0
Box2_Cou_Mich_A2,3072,2048,31,1431,1262,1.0
Box2_Cou_Mich_A2,3072,2048,32,1547,1259,1.0
Box2_Cou_Mich_A2,3072,2048,33,1668,1256,1.0
Box2_Cou_Mich_A2,3072,2048,34,1796,1271,1.0
Box2_Cou_Mich_A2,3072,2048,35,1878,1296,1.0
Box2_Cou_Mich_A2,3072,2048,36,2025,1237,1.0
Box2_Cou_Mich_A2,3072,2048,37,1952,1207,1.0
Box2_Cou_Mich_A2,3072,2048,38,1852,1205,1.0
Box2_Cou_Mich_A2,3072,2048,39,1745,1152,1.0
Box2_Cou_Mich_A2,3072,2048,40,1669,1166,1.0
Box2_Cou_Mich_A2,3072,2048,41,1578,1188,1.0
Box2_Cou_Mich_A2,3072,2048,42,1524,1163,1.0
Box2_Cou_Mich_A2,3072,2048,43,1425,1176,1.0
Box2_Cou_Mich_A2,3072,2048,44,1340,1146,1.0
Box2_Cou_Mich_A2,3072,2048,45,1414,1083,1.0
Box2_Cou_Mich_A2,3072,2048,46,1518,1069,1.0
Box2_Cou_Mich_A2,3072,2048,47,1592,1118,1.0
Box2_Cou_Mich_A2,3072,2048,48,1716,1066,1.0
Box2_Cou_Mich_A2,3072,2048,49,1802,1080,1.0
Box2_Cou_Mich_A2,3072,2048,50,1855,1115,1.0
Box2_Cou_Mich_A2,3072,2048,51,1977,1117,1.0
Box2_Cou_Mich_A2,3072,2048,52,2027,1145,1.0
Box2_Cou_Mich_A2,3072,2048,53,1344,1021,1.0
Box2_Cou_Mich_A2,3072,2048,54,1446,962,1.0
Box2_Cou_Mich_A2,3072,2048,55,1531,962,1.0
Box2_Cou_Mich_A2,3072,2048,56,1665,1032,1.0
Box2_Cou_Mich_A2,3072,2048,57,1598,908,1.0
Box2_Cou_Mich_A2,3072,2048,58,1674,943,1.0
Box2_Cou_Mich_A2,3072,2048,59,1708,847,1.0
Box2_Cou_Mich_A2,3072,2048,60,1757,974,1.0
Box2_Cou_Mich_A2,3072,2048,61,1796,889,1.0
Box2_Cou_Mich_A2,3072,2048,62,1861,934,1.0
Box2_Cou_Mich_A2,3072,2048,63,1830,1015,1.0
Box2_Cou_Mich_A2,3072,2048,64,1938,1033,1.0
Box2_Cou_Mich_A2,3072,2048,65,1954,959,1.0
Box2_Cou_Mich_A2,3072,2048,66,1976,886,1.0
Box2_Cou_Mich_A2,3072,2048,67,1901,837,1.0
Box2_Cou_Mich_A2,3072,2048,68,1900,767,1.0
Box2_Cou_Mich_A2,3072,2048,69,1998,1049,1.0
Box2_Cou_Mich_A2,3072,2048,70,2061,1001,1.0
Box2_Cou_Mich_A2,3072,2048,71,2108,1098,1.0
Box2_Cou_Mich_A2,3072,2048,72,2061,881,1.0
Box2_Cou_Mich_A2,3072,2048,73,2058,781,1.0
